"id","encoding","direction","Response.RT","score","experiment"
"w10132740_fmm","JOL","M",3178,0,"Ex1B"
"w10137415_tj","JOL","M",5735,0,"Ex1B"
"w10139313_DNM","JOL","M",4933,0,"Ex1B"
"w10140015LS","JOL","M",2051,0,"Ex1B"
"w10143279D.A","JOL","M",2965,0,"Ex1B"
"w10152065_kgp","JOL","M",3517,0,"Ex1B"
"w10152143_ars","JOL","M",6802,0,"Ex1B"
"w10152190_mm","JOL","M",1596,0,"Ex1B"
"w10152527_jmt","JOL","M",3172,0,"Ex1B"
"w10155657_MW","JOL","M",2910,0,"Ex1B"
"w10155664_nlr","JOL","M",1409,0,"Ex1B"
"w10156924_cos","JOL","M",3599,0,"Ex1B"
"w10159882_ARS","JOL","M",6814,0,"Ex1B"
"w10160404ko","JOL","M",3458,0,"Ex1B"
"w10160519_vas","JOL","M",6275,100,"Ex1B"
"w10161022_mj","JOL","M",2196,0,"Ex1B"
"w10168271ae","JOL","M",4466,0,"Ex1B"
"w10187067SW","JOL","M",3408,0,"Ex1B"
"w10192778_shruti","JOL","M",3761,100,"Ex1B"
"w10196082_CRM","JOL","M",2922,0,"Ex1B"
"w470603_jgn","JOL","M",2037,0,"Ex1B"
"w738206JEH","JOL","M",2574,100,"Ex1B"
"10158411AW","JOL","M",6740,0,"Ex1B"
"10161737JM","JOL","M",4426,0,"Ex1B"
"10178510lj","JOL","M",2839,0,"Ex1B"
"w10087387","JOL","M",4279,0,"Ex1B"
"w10107627","JOL","M",5073,0,"Ex1B"
"w10116193LH","JOL","M",3346,0,"Ex1B"
"w10125208_cfe","JOL","M",2842,0,"Ex1B"
"w10132740_fmm","JOL","M",5331,0,"Ex1B"
"w10137415_tj","JOL","M",6095,0,"Ex1B"
"w10139313_DNM","JOL","M",2438,0,"Ex1B"
"w10140015LS","JOL","M",1076,0,"Ex1B"
"w10143279D.A","JOL","M",3692,0,"Ex1B"
"w10152065_kgp","JOL","M",4989,100,"Ex1B"
"w10152143_ars","JOL","M",4833,0,"Ex1B"
"w10152190_mm","JOL","M",1875,0,"Ex1B"
"w10152527_jmt","JOL","M",8808,0,"Ex1B"
"w10155657_MW","JOL","M",4601,0,"Ex1B"
"w10155664_nlr","JOL","M",6023,0,"Ex1B"
"w10156924_cos","JOL","M",13848,0,"Ex1B"
"w10159882_ARS","JOL","M",9260,0,"Ex1B"
"w10160404ko","JOL","M",3245,0,"Ex1B"
"w10160519_vas","JOL","M",2133,0,"Ex1B"
"w10161022_mj","JOL","M",2643,0,"Ex1B"
"w10168271ae","JOL","M",6899,100,"Ex1B"
"w10187067SW","JOL","M",3896,0,"Ex1B"
"w10192778_shruti","JOL","M",8665,0,"Ex1B"
"w10196082_CRM","JOL","M",5823,0,"Ex1B"
"w470603_jgn","JOL","M",4189,0,"Ex1B"
"w738206JEH","JOL","M",17565,0,"Ex1B"
"10158411AW","JOL","U",24623,0,"Ex1B"
"10161737JM","JOL","U",4374,0,"Ex1B"
"10178510lj","JOL","U",5799,0,"Ex1B"
"w10087387","JOL","U",2730,0,"Ex1B"
"w10107627","JOL","U",3777,0,"Ex1B"
"w10116193LH","JOL","U",2051,0,"Ex1B"
"w10125208_cfe","JOL","U",4413,0,"Ex1B"
"w10132740_fmm","JOL","U",6005,0,"Ex1B"
"w10137415_tj","JOL","U",9607,0,"Ex1B"
"w10139313_DNM","JOL","U",5060,100,"Ex1B"
"w10140015LS","JOL","U",7696,0,"Ex1B"
"w10143279D.A","JOL","U",4458,0,"Ex1B"
"w10152065_kgp","JOL","U",2921,100,"Ex1B"
"w10152143_ars","JOL","U",2358,0,"Ex1B"
"w10152190_mm","JOL","U",5152,0,"Ex1B"
"w10152527_jmt","JOL","U",3026,0,"Ex1B"
"w10155657_MW","JOL","U",13003,100,"Ex1B"
"w10155664_nlr","JOL","U",2984,0,"Ex1B"
"w10156924_cos","JOL","U",6809,0,"Ex1B"
"w10159882_ARS","JOL","U",5593,0,"Ex1B"
"w10160404ko","JOL","U",6235,0,"Ex1B"
"w10160519_vas","JOL","U",7641,0,"Ex1B"
"w10161022_mj","JOL","U",1957,100,"Ex1B"
"w10168271ae","JOL","U",3838,0,"Ex1B"
"w10187067SW","JOL","U",2323,100,"Ex1B"
"w10192778_shruti","JOL","U",9239,0,"Ex1B"
"w10196082_CRM","JOL","U",4300,0,"Ex1B"
"w470603_jgn","JOL","U",4606,0,"Ex1B"
"w738206JEH","JOL","U",7120,100,"Ex1B"
"10158411AW","JOL","M",15396,0,"Ex1B"
"10161737JM","JOL","M",6685,0,"Ex1B"
"10178510lj","JOL","M",3307,0,"Ex1B"
"w10087387","JOL","M",3944,100,"Ex1B"
"w10107627","JOL","M",2503,0,"Ex1B"
"w10116193LH","JOL","M",13376,0,"Ex1B"
"w10125208_cfe","JOL","M",4972,100,"Ex1B"
"w10132740_fmm","JOL","M",3946,0,"Ex1B"
"w10137415_tj","JOL","M",2468,100,"Ex1B"
"w10139313_DNM","JOL","M",3423,100,"Ex1B"
"w10140015LS","JOL","M",3057,100,"Ex1B"
"w10143279D.A","JOL","M",3449,0,"Ex1B"
"w10152065_kgp","JOL","M",3612,100,"Ex1B"
"w10152143_ars","JOL","M",11946,100,"Ex1B"
"w10152190_mm","JOL","M",3350,100,"Ex1B"
"w10152527_jmt","JOL","M",7091,100,"Ex1B"
"w10155657_MW","JOL","M",3603,100,"Ex1B"
"w10155664_nlr","JOL","M",1892,0,"Ex1B"
"w10156924_cos","JOL","M",5540,0,"Ex1B"
"w10159882_ARS","JOL","M",3572,100,"Ex1B"
"w10160404ko","JOL","M",4730,0,"Ex1B"
"w10160519_vas","JOL","M",2429,100,"Ex1B"
"w10161022_mj","JOL","M",2162,100,"Ex1B"
"w10168271ae","JOL","M",8046,100,"Ex1B"
"w10187067SW","JOL","M",4298,100,"Ex1B"
"w10192778_shruti","JOL","M",8147,100,"Ex1B"
"w10196082_CRM","JOL","M",3507,0,"Ex1B"
"w470603_jgn","JOL","M",3140,100,"Ex1B"
"w738206JEH","JOL","M",4181,100,"Ex1B"
"10158411AW","JOL","M",5026,0,"Ex1B"
"10161737JM","JOL","M",1685,100,"Ex1B"
"10178510lj","JOL","M",4828,0,"Ex1B"
"w10087387","JOL","M",5509,0,"Ex1B"
"w10107627","JOL","M",2197,100,"Ex1B"
"w10116193LH","JOL","M",4438,0,"Ex1B"
"w10125208_cfe","JOL","M",4444,100,"Ex1B"
"w10132740_fmm","JOL","M",2053,100,"Ex1B"
"w10137415_tj","JOL","M",2214,100,"Ex1B"
"w10139313_DNM","JOL","M",5602,0,"Ex1B"
"w10140015LS","JOL","M",1662,100,"Ex1B"
"w10143279D.A","JOL","M",2496,0,"Ex1B"
"w10152065_kgp","JOL","M",2293,0,"Ex1B"
"w10152143_ars","JOL","M",4436,0,"Ex1B"
"w10152190_mm","JOL","M",6758,100,"Ex1B"
"w10152527_jmt","JOL","M",10003,0,"Ex1B"
"w10155657_MW","JOL","M",7319,0,"Ex1B"
"w10155664_nlr","JOL","M",1862,100,"Ex1B"
"w10156924_cos","JOL","M",5207,100,"Ex1B"
"w10159882_ARS","JOL","M",5493,0,"Ex1B"
"w10160404ko","JOL","M",7068,0,"Ex1B"
"w10160519_vas","JOL","M",1778,100,"Ex1B"
"w10161022_mj","JOL","M",1842,0,"Ex1B"
"w10168271ae","JOL","M",1872,100,"Ex1B"
"w10187067SW","JOL","M",2767,100,"Ex1B"
"w10192778_shruti","JOL","M",4815,100,"Ex1B"
"w10196082_CRM","JOL","M",1492,0,"Ex1B"
"w470603_jgn","JOL","M",2419,100,"Ex1B"
"w738206JEH","JOL","M",3595,100,"Ex1B"
"10158411AW","JOL","U",7800,0,"Ex1B"
"10161737JM","JOL","U",3760,0,"Ex1B"
"10178510lj","JOL","U",1264,0,"Ex1B"
"w10087387","JOL","U",2490,0,"Ex1B"
"w10107627","JOL","U",2224,0,"Ex1B"
"w10116193LH","JOL","U",2153,0,"Ex1B"
"w10125208_cfe","JOL","U",6873,100,"Ex1B"
"w10132740_fmm","JOL","U",2721,0,"Ex1B"
"w10137415_tj","JOL","U",3461,100,"Ex1B"
"w10139313_DNM","JOL","U",2761,0,"Ex1B"
"w10140015LS","JOL","U",7707,100,"Ex1B"
"w10143279D.A","JOL","U",2298,0,"Ex1B"
"w10152065_kgp","JOL","U",3110,0,"Ex1B"
"w10152143_ars","JOL","U",7171,0,"Ex1B"
"w10152190_mm","JOL","U",1765,0,"Ex1B"
"w10152527_jmt","JOL","U",4916,0,"Ex1B"
"w10155657_MW","JOL","U",4850,0,"Ex1B"
"w10155664_nlr","JOL","U",1389,0,"Ex1B"
"w10156924_cos","JOL","U",10404,0,"Ex1B"
"w10159882_ARS","JOL","U",3080,0,"Ex1B"
"w10160404ko","JOL","U",2775,0,"Ex1B"
"w10160519_vas","JOL","U",5372,0,"Ex1B"
"w10161022_mj","JOL","U",6706,0,"Ex1B"
"w10168271ae","JOL","U",2794,0,"Ex1B"
"w10187067SW","JOL","U",2833,0,"Ex1B"
"w10192778_shruti","JOL","U",8218,0,"Ex1B"
"w10196082_CRM","JOL","U",1902,0,"Ex1B"
"w470603_jgn","JOL","U",3094,0,"Ex1B"
"w738206JEH","JOL","U",3816,100,"Ex1B"
"10158411AW","JOL","F",2692,100,"Ex1B"
"10161737JM","JOL","F",1613,100,"Ex1B"
"10178510lj","JOL","F",2155,100,"Ex1B"
"w10087387","JOL","F",1717,100,"Ex1B"
"w10107627","JOL","F",2156,100,"Ex1B"
"w10116193LH","JOL","F",2054,100,"Ex1B"
"w10125208_cfe","JOL","F",2065,100,"Ex1B"
"w10132740_fmm","JOL","F",2073,100,"Ex1B"
"w10137415_tj","JOL","F",1392,100,"Ex1B"
"w10139313_DNM","JOL","F",1797,100,"Ex1B"
"w10140015LS","JOL","F",1750,100,"Ex1B"
"w10143279D.A","JOL","F",1971,100,"Ex1B"
"w10152065_kgp","JOL","F",2337,100,"Ex1B"
"w10152143_ars","JOL","F",2531,100,"Ex1B"
"w10152190_mm","JOL","F",1555,100,"Ex1B"
"w10152527_jmt","JOL","F",6122,0,"Ex1B"
"w10155657_MW","JOL","F",2186,100,"Ex1B"
"w10155664_nlr","JOL","F",1689,100,"Ex1B"
"w10156924_cos","JOL","F",3036,100,"Ex1B"
"w10159882_ARS","JOL","F",3156,100,"Ex1B"
"w10160404ko","JOL","F",5218,100,"Ex1B"
"w10160519_vas","JOL","F",1506,100,"Ex1B"
"w10161022_mj","JOL","F",2033,100,"Ex1B"
"w10168271ae","JOL","F",2073,100,"Ex1B"
"w10187067SW","JOL","F",2384,100,"Ex1B"
"w10192778_shruti","JOL","F",1989,100,"Ex1B"
"w10196082_CRM","JOL","F",1719,100,"Ex1B"
"w470603_jgn","JOL","F",1859,100,"Ex1B"
"w738206JEH","JOL","F",3721,100,"Ex1B"
"10158411AW","JOL","M",3227,0,"Ex1B"
"10161737JM","JOL","M",3661,100,"Ex1B"
"10178510lj","JOL","M",1174,0,"Ex1B"
"w10087387","JOL","M",2640,0,"Ex1B"
"w10107627","JOL","M",5638,0,"Ex1B"
"w10116193LH","JOL","M",3472,0,"Ex1B"
"w10125208_cfe","JOL","M",4693,100,"Ex1B"
"w10132740_fmm","JOL","M",4981,0,"Ex1B"
"w10137415_tj","JOL","M",2473,100,"Ex1B"
"w10139313_DNM","JOL","M",3182,100,"Ex1B"
"w10140015LS","JOL","M",4519,100,"Ex1B"
"w10143279D.A","JOL","M",3480,0,"Ex1B"
"w10152065_kgp","JOL","M",3384,0,"Ex1B"
"w10152143_ars","JOL","M",2656,0,"Ex1B"
"w10152190_mm","JOL","M",1462,0,"Ex1B"
"w10152527_jmt","JOL","M",3581,100,"Ex1B"
"w10155657_MW","JOL","M",3967,100,"Ex1B"
"w10155664_nlr","JOL","M",1207,0,"Ex1B"
"w10156924_cos","JOL","M",6864,0,"Ex1B"
"w10159882_ARS","JOL","M",3944,0,"Ex1B"
"w10160404ko","JOL","M",3906,0,"Ex1B"
"w10160519_vas","JOL","M",2578,100,"Ex1B"
"w10161022_mj","JOL","M",5696,0,"Ex1B"
"w10168271ae","JOL","M",5695,0,"Ex1B"
"w10187067SW","JOL","M",3405,100,"Ex1B"
"w10192778_shruti","JOL","M",2930,100,"Ex1B"
"w10196082_CRM","JOL","M",2160,0,"Ex1B"
"w470603_jgn","JOL","M",8512,0,"Ex1B"
"w738206JEH","JOL","M",5523,100,"Ex1B"
"10158411AW","JOL","M",2678,100,"Ex1B"
"10161737JM","JOL","M",9248,0,"Ex1B"
"10178510lj","JOL","M",2410,100,"Ex1B"
"w10087387","JOL","M",5661,0,"Ex1B"
"w10107627","JOL","M",2453,0,"Ex1B"
"w10116193LH","JOL","M",3105,0,"Ex1B"
"w10125208_cfe","JOL","M",10144,0,"Ex1B"
"w10132740_fmm","JOL","M",2589,0,"Ex1B"
"w10137415_tj","JOL","M",4084,0,"Ex1B"
"w10139313_DNM","JOL","M",2688,100,"Ex1B"
"w10140015LS","JOL","M",1451,100,"Ex1B"
"w10143279D.A","JOL","M",2969,0,"Ex1B"
"w10152065_kgp","JOL","M",3292,100,"Ex1B"
"w10152143_ars","JOL","M",4803,100,"Ex1B"
"w10152190_mm","JOL","M",1191,100,"Ex1B"
"w10152527_jmt","JOL","M",5178,100,"Ex1B"
"w10155657_MW","JOL","M",2755,100,"Ex1B"
"w10155664_nlr","JOL","M",15366,0,"Ex1B"
"w10156924_cos","JOL","M",6608,0,"Ex1B"
"w10159882_ARS","JOL","M",5425,0,"Ex1B"
"w10160404ko","JOL","M",3309,0,"Ex1B"
"w10160519_vas","JOL","M",3290,0,"Ex1B"
"w10161022_mj","JOL","M",5121,0,"Ex1B"
"w10168271ae","JOL","M",1786,100,"Ex1B"
"w10187067SW","JOL","M",1732,0,"Ex1B"
"w10192778_shruti","JOL","M",1551,100,"Ex1B"
"w10196082_CRM","JOL","M",1904,0,"Ex1B"
"w470603_jgn","JOL","M",3136,0,"Ex1B"
"w738206JEH","JOL","M",6001,100,"Ex1B"
"10158411AW","JOL","M",4207,100,"Ex1B"
"10161737JM","JOL","M",6169,0,"Ex1B"
"10178510lj","JOL","M",1219,0,"Ex1B"
"w10087387","JOL","M",2336,0,"Ex1B"
"w10107627","JOL","M",4419,0,"Ex1B"
"w10116193LH","JOL","M",4273,0,"Ex1B"
"w10125208_cfe","JOL","M",3820,100,"Ex1B"
"w10132740_fmm","JOL","M",2527,0,"Ex1B"
"w10137415_tj","JOL","M",3707,0,"Ex1B"
"w10139313_DNM","JOL","M",3318,0,"Ex1B"
"w10140015LS","JOL","M",5973,0,"Ex1B"
"w10143279D.A","JOL","M",7320,100,"Ex1B"
"w10152065_kgp","JOL","M",4694,100,"Ex1B"
"w10152143_ars","JOL","M",2285,0,"Ex1B"
"w10152190_mm","JOL","M",3555,0,"Ex1B"
"w10152527_jmt","JOL","M",4763,0,"Ex1B"
"w10155657_MW","JOL","M",4023,0,"Ex1B"
"w10155664_nlr","JOL","M",4983,100,"Ex1B"
"w10156924_cos","JOL","M",2971,0,"Ex1B"
"w10159882_ARS","JOL","M",4417,100,"Ex1B"
"w10160404ko","JOL","M",3578,100,"Ex1B"
"w10160519_vas","JOL","M",3524,0,"Ex1B"
"w10161022_mj","JOL","M",3176,0,"Ex1B"
"w10168271ae","JOL","M",4837,100,"Ex1B"
"w10187067SW","JOL","M",3080,0,"Ex1B"
"w10192778_shruti","JOL","M",11770,0,"Ex1B"
"w10196082_CRM","JOL","M",2164,100,"Ex1B"
"w470603_jgn","JOL","M",6467,100,"Ex1B"
"w738206JEH","JOL","M",3159,100,"Ex1B"
"10158411AW","JOL","U",7300,0,"Ex1B"
"10161737JM","JOL","U",11180,0,"Ex1B"
"10178510lj","JOL","U",5388,0,"Ex1B"
"w10087387","JOL","U",6391,100,"Ex1B"
"w10107627","JOL","U",2725,0,"Ex1B"
"w10116193LH","JOL","U",51,0,"Ex1B"
"w10125208_cfe","JOL","U",4268,0,"Ex1B"
"w10132740_fmm","JOL","U",4722,0,"Ex1B"
"w10137415_tj","JOL","U",2185,0,"Ex1B"
"w10139313_DNM","JOL","U",9978,0,"Ex1B"
"w10140015LS","JOL","U",995,0,"Ex1B"
"w10143279D.A","JOL","U",4755,0,"Ex1B"
"w10152065_kgp","JOL","U",4296,100,"Ex1B"
"w10152143_ars","JOL","U",8837,0,"Ex1B"
"w10152190_mm","JOL","U",3195,0,"Ex1B"
"w10152527_jmt","JOL","U",6763,0,"Ex1B"
"w10155657_MW","JOL","U",4173,0,"Ex1B"
"w10155664_nlr","JOL","U",2539,0,"Ex1B"
"w10156924_cos","JOL","U",10349,0,"Ex1B"
"w10159882_ARS","JOL","U",5254,0,"Ex1B"
"w10160404ko","JOL","U",2421,0,"Ex1B"
"w10160519_vas","JOL","U",4229,0,"Ex1B"
"w10161022_mj","JOL","U",1821,0,"Ex1B"
"w10168271ae","JOL","U",3966,0,"Ex1B"
"w10187067SW","JOL","U",5982,0,"Ex1B"
"w10192778_shruti","JOL","U",7934,0,"Ex1B"
"w10196082_CRM","JOL","U",3005,0,"Ex1B"
"w470603_jgn","JOL","U",3564,0,"Ex1B"
"w738206JEH","JOL","U",20772,0,"Ex1B"
"10158411AW","JOL","U",5611,100,"Ex1B"
"10161737JM","JOL","U",3865,0,"Ex1B"
"10178510lj","JOL","U",1156,0,"Ex1B"
"w10087387","JOL","U",1976,100,"Ex1B"
"w10107627","JOL","U",7908,0,"Ex1B"
"w10116193LH","JOL","U",3790,0,"Ex1B"
"w10125208_cfe","JOL","U",2747,100,"Ex1B"
"w10132740_fmm","JOL","U",3843,100,"Ex1B"
"w10137415_tj","JOL","U",10369,0,"Ex1B"
"w10139313_DNM","JOL","U",10413,0,"Ex1B"
"w10140015LS","JOL","U",585,0,"Ex1B"
"w10143279D.A","JOL","U",3153,0,"Ex1B"
"w10152065_kgp","JOL","U",2986,100,"Ex1B"
"w10152143_ars","JOL","U",3022,100,"Ex1B"
"w10152190_mm","JOL","U",2090,100,"Ex1B"
"w10152527_jmt","JOL","U",7949,0,"Ex1B"
"w10155657_MW","JOL","U",3407,0,"Ex1B"
"w10155664_nlr","JOL","U",1644,100,"Ex1B"
"w10156924_cos","JOL","U",4796,0,"Ex1B"
"w10159882_ARS","JOL","U",7306,0,"Ex1B"
"w10160404ko","JOL","U",6298,0,"Ex1B"
"w10160519_vas","JOL","U",3566,100,"Ex1B"
"w10161022_mj","JOL","U",1486,100,"Ex1B"
"w10168271ae","JOL","U",7548,0,"Ex1B"
"w10187067SW","JOL","U",5107,0,"Ex1B"
"w10192778_shruti","JOL","U",4868,100,"Ex1B"
"w10196082_CRM","JOL","U",2234,0,"Ex1B"
"w470603_jgn","JOL","U",3526,100,"Ex1B"
"w738206JEH","JOL","U",3983,100,"Ex1B"
"10158411AW","JOL","M",8431,0,"Ex1B"
"10161737JM","JOL","M",5119,0,"Ex1B"
"10178510lj","JOL","M",1875,0,"Ex1B"
"w10087387","JOL","M",4740,0,"Ex1B"
"w10107627","JOL","M",4647,0,"Ex1B"
"w10116193LH","JOL","M",2929,0,"Ex1B"
"w10125208_cfe","JOL","M",3236,0,"Ex1B"
"w10132740_fmm","JOL","M",4702,0,"Ex1B"
"w10137415_tj","JOL","M",2530,100,"Ex1B"
"w10139313_DNM","JOL","M",3593,0,"Ex1B"
"w10140015LS","JOL","M",1866,100,"Ex1B"
"w10143279D.A","JOL","M",3916,0,"Ex1B"
"w10152065_kgp","JOL","M",3356,0,"Ex1B"
"w10152143_ars","JOL","M",2789,0,"Ex1B"
"w10152190_mm","JOL","M",3778,0,"Ex1B"
"w10152527_jmt","JOL","M",3821,100,"Ex1B"
"w10155657_MW","JOL","M",7491,0,"Ex1B"
"w10155664_nlr","JOL","M",2633,0,"Ex1B"
"w10156924_cos","JOL","M",3563,0,"Ex1B"
"w10159882_ARS","JOL","M",6025,0,"Ex1B"
"w10160404ko","JOL","M",2624,0,"Ex1B"
"w10160519_vas","JOL","M",3420,100,"Ex1B"
"w10161022_mj","JOL","M",2447,0,"Ex1B"
"w10168271ae","JOL","M",4116,0,"Ex1B"
"w10187067SW","JOL","M",3259,0,"Ex1B"
"w10192778_shruti","JOL","M",16510,0,"Ex1B"
"w10196082_CRM","JOL","M",4127,100,"Ex1B"
"w470603_jgn","JOL","M",6014,0,"Ex1B"
"w738206JEH","JOL","M",8290,100,"Ex1B"
"10158411AW","JOL","F",2703,100,"Ex1B"
"10161737JM","JOL","F",2033,100,"Ex1B"
"10178510lj","JOL","F",3501,100,"Ex1B"
"w10087387","JOL","F",1850,100,"Ex1B"
"w10107627","JOL","F",2167,100,"Ex1B"
"w10116193LH","JOL","F",3546,100,"Ex1B"
"w10125208_cfe","JOL","F",2504,100,"Ex1B"
"w10132740_fmm","JOL","F",6393,100,"Ex1B"
"w10137415_tj","JOL","F",4082,100,"Ex1B"
"w10139313_DNM","JOL","F",1745,100,"Ex1B"
"w10140015LS","JOL","F",1965,100,"Ex1B"
"w10143279D.A","JOL","F",4605,100,"Ex1B"
"w10152065_kgp","JOL","F",2186,100,"Ex1B"
"w10152143_ars","JOL","F",3089,100,"Ex1B"
"w10152190_mm","JOL","F",2340,100,"Ex1B"
"w10152527_jmt","JOL","F",3159,100,"Ex1B"
"w10155657_MW","JOL","F",3049,100,"Ex1B"
"w10155664_nlr","JOL","F",2080,100,"Ex1B"
"w10156924_cos","JOL","F",5816,100,"Ex1B"
"w10159882_ARS","JOL","F",3138,100,"Ex1B"
"w10160404ko","JOL","F",3863,100,"Ex1B"
"w10160519_vas","JOL","F",1923,100,"Ex1B"
"w10161022_mj","JOL","F",1830,100,"Ex1B"
"w10168271ae","JOL","F",2067,100,"Ex1B"
"w10187067SW","JOL","F",3068,100,"Ex1B"
"w10192778_shruti","JOL","F",2640,100,"Ex1B"
"w10196082_CRM","JOL","F",2747,100,"Ex1B"
"w470603_jgn","JOL","F",2706,100,"Ex1B"
"w738206JEH","JOL","F",2697,100,"Ex1B"
"10158411AW","JOL","U",10755,0,"Ex1B"
"10161737JM","JOL","U",3740,0,"Ex1B"
"10178510lj","JOL","U",2529,0,"Ex1B"
"w10087387","JOL","U",3092,0,"Ex1B"
"w10107627","JOL","U",1652,0,"Ex1B"
"w10116193LH","JOL","U",2360,0,"Ex1B"
"w10125208_cfe","JOL","U",8036,0,"Ex1B"
"w10132740_fmm","JOL","U",2367,0,"Ex1B"
"w10137415_tj","JOL","U",4622,100,"Ex1B"
"w10139313_DNM","JOL","U",3430,0,"Ex1B"
"w10140015LS","JOL","U",2409,100,"Ex1B"
"w10143279D.A","JOL","U",3304,0,"Ex1B"
"w10152065_kgp","JOL","U",2653,0,"Ex1B"
"w10152143_ars","JOL","U",9304,0,"Ex1B"
"w10152190_mm","JOL","U",6359,0,"Ex1B"
"w10152527_jmt","JOL","U",5400,100,"Ex1B"
"w10155657_MW","JOL","U",1966,0,"Ex1B"
"w10155664_nlr","JOL","U",1800,0,"Ex1B"
"w10156924_cos","JOL","U",4905,100,"Ex1B"
"w10159882_ARS","JOL","U",4018,100,"Ex1B"
"w10160404ko","JOL","U",1212,0,"Ex1B"
"w10160519_vas","JOL","U",6739,0,"Ex1B"
"w10161022_mj","JOL","U",2007,100,"Ex1B"
"w10168271ae","JOL","U",5831,0,"Ex1B"
"w10187067SW","JOL","U",3608,0,"Ex1B"
"w10192778_shruti","JOL","U",8532,0,"Ex1B"
"w10196082_CRM","JOL","U",1582,0,"Ex1B"
"w470603_jgn","JOL","U",1687,100,"Ex1B"
"w738206JEH","JOL","U",6387,0,"Ex1B"
"10158411AW","JOL","U",4386,0,"Ex1B"
"10161737JM","JOL","U",6179,0,"Ex1B"
"10178510lj","JOL","U",1386,0,"Ex1B"
"w10087387","JOL","U",2965,0,"Ex1B"
"w10107627","JOL","U",2927,0,"Ex1B"
"w10116193LH","JOL","U",2122,0,"Ex1B"
"w10125208_cfe","JOL","U",3180,0,"Ex1B"
"w10132740_fmm","JOL","U",2683,0,"Ex1B"
"w10137415_tj","JOL","U",7161,0,"Ex1B"
"w10139313_DNM","JOL","U",4565,0,"Ex1B"
"w10140015LS","JOL","U",607,0,"Ex1B"
