"Username","Stimuli.Cue","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL"
"5c8c22bafeeaeb0016207a00","TEMPERATURE","MORNING","U",30
"5c8c22bafeeaeb0016207a00","LISTEN","FICTION","U",20
"5c8c22bafeeaeb0016207a00","BAT","JUMP","M",5
"5c8c22bafeeaeb0016207a00","MIRROR","CHILDREN","U",0
"5c8c22bafeeaeb0016207a00","SIGN","TICK","U",20
"5c8c22bafeeaeb0016207a00","SICK","HIDE","U",5
"5c8c22bafeeaeb0016207a00","MULE","DONKEY","F",70
"5c8c22bafeeaeb0016207a00","STRETCH","CLOTH","U",10
"5c8c22bafeeaeb0016207a00","REALITY","WATER","M",0
"5c8c22bafeeaeb0016207a00","RAZOR","ARM","M",5
"5c8c22bafeeaeb0016207a00","VEHICLE","CHARM","U",0
"5c8c22bafeeaeb0016207a00","SHELL","SHAKE","U",NA
"5c8c22bafeeaeb0016207a00","BOTH","OUNCE","U",0
"5c8c22bafeeaeb0016207a00","ATTIRE","CLOTHES","F",90
"5c8c22bafeeaeb0016207a00","TREE","PANCAKES","M",0
"5c8c22bafeeaeb0016207a00","BENCH","HORN","U",0
"5c8c22bafeeaeb0016207a00","BRIDGE","WATER","F",65
"5c8c22bafeeaeb0016207a00","WINDOW","HANDLE","M",15
"5c8c22bafeeaeb0016207a00","VALLEY","TOP","M",20
"5c8c22bafeeaeb0016207a00","CHERRY","RED","F",45
"5c8c22bafeeaeb0016207a00","WORD","SENTENCE","F",80
"5c8c22bafeeaeb0016207a00","WAR","LOUD","M",15
"5c8c22bafeeaeb0016207a00","CHOP","CUT","F",85
"5c8c22bafeeaeb0016207a00","DIETARY","SACK","U",0
"5c8c22bafeeaeb0016207a00","HYGIENE","CLEAN","F",90
"5c8c22bafeeaeb0016207a00","TUNA","FISH","F",100
"5c8c22bafeeaeb0016207a00","MIRROR","MAROON","U",5
"5c8c22bafeeaeb0016207a00","FUZZY","BANG","U",5
"5c8c22bafeeaeb0016207a00","WAGE","MONEY","F",75
"5c8c22bafeeaeb0016207a00","GIVE","STEAK","U",5
"5c8c22bafeeaeb0016207a00","HAPPY","CAR","U",15
"5c8c22bafeeaeb0016207a00","ORCHID","FLOWER","F",80
"5c8c22bafeeaeb0016207a00","SIP","DRINK","F",95
"5c8c22bafeeaeb0016207a00","ROOT","PLANT","F",100
"5c8c22bafeeaeb0016207a00","HORNET","STING","F",85
"5c8c22bafeeaeb0016207a00","LEASE","TOIL","U",10
"5c8c22bafeeaeb0016207a00","HEAVY","BIRD","M",5
"5c8c22bafeeaeb0016207a00","HORSE","TIRE","M",0
"5c8c22bafeeaeb0016207a00","CRACKLE","ELECTION","U",0
"5c8c22bafeeaeb0016207a00","ART","WOLF","U",2
"5c8c22bafeeaeb0016207a00","SUMMER","WHITE","M",0
"5c8c22bafeeaeb0016207a00","PANTS","DOG","M",0
"5c8c22bafeeaeb0016207a00","EYES","TASTE","M",0
"5c8c22bafeeaeb0016207a00","MAZE","PHONE","U",0
"5c8c22bafeeaeb0016207a00","NAP","SLEEP","F",85
"5ee1be444c9d75206ce5aa92","HYGIENE","CLEAN","F",40
"5ee1be444c9d75206ce5aa92","CHERRY","RED","F",60
"5ee1be444c9d75206ce5aa92","HERD","COW","F",60
"5ee1be444c9d75206ce5aa92","BAT","JUMP","M",0
"5ee1be444c9d75206ce5aa92","RAKE","PLANT","M",10
"5ee1be444c9d75206ce5aa92","WINDOW","HANDLE","M",5
"5ee1be444c9d75206ce5aa92","GRILL","LEG","M",10
"5ee1be444c9d75206ce5aa92","CHOP","CUT","F",15
"5ee1be444c9d75206ce5aa92","DIETARY","SACK","U",0
"5ee1be444c9d75206ce5aa92","HAPPY","CAR","U",0
"5ee1be444c9d75206ce5aa92","CRY","BEER","M",0
"5ee1be444c9d75206ce5aa92","SUMMER","WHITE","M",2
"5ee1be444c9d75206ce5aa92","CHILL","COLD","F",70
"5ee1be444c9d75206ce5aa92","BIRTHDAY","APPLE","M",1
"5ee1be444c9d75206ce5aa92","WASP","BUG","F",65
"5ee1be444c9d75206ce5aa92","BENCH","HORN","U",0
"5ee1be444c9d75206ce5aa92","EYES","TASTE","M",0
"5ee1be444c9d75206ce5aa92","MEAT","KEYS","U",0
"5ee1be444c9d75206ce5aa92","CEILING","RUG","M",20
"5ee1be444c9d75206ce5aa92","CAKE","HAND","U",5
"5ee1be444c9d75206ce5aa92","BRIDGE","WATER","F",80
"5ee1be444c9d75206ce5aa92","DAY","BLACK","M",5
"5ee1be444c9d75206ce5aa92","CACTUS","PLANT","F",50
"5ee1be444c9d75206ce5aa92","TREE","PANCAKES","M",0
"5ee1be444c9d75206ce5aa92","CHISEL","HAMMER","F",95
"5ee1be444c9d75206ce5aa92","LISTEN","FICTION","U",0
"5ee1be444c9d75206ce5aa92","WEDDING","HAND","M",20
"5ee1be444c9d75206ce5aa92","HARD","BALL","M",2
"5ee1be444c9d75206ce5aa92","ROOT","PLANT","F",95
"5ee1be444c9d75206ce5aa92","KING","VASE","U",0
"5ee1be444c9d75206ce5aa92","MULE","DONKEY","F",80
"5ee1be444c9d75206ce5aa92","MAZE","PHONE","U",0
"5ee1be444c9d75206ce5aa92","FEUD","FIGHT","F",95
"5ee1be444c9d75206ce5aa92","NAP","SLEEP","F",95
"5ee1be444c9d75206ce5aa92","MULE","DONKEY","F",95
"5ee1be444c9d75206ce5aa92","SIGN","TICK","U",0
"5ee1be444c9d75206ce5aa92","ORCHID","FLOWER","F",80
"5ee1be444c9d75206ce5aa92","ATTIRE","CLOTHES","F",85
"5ee1be444c9d75206ce5aa92","DOCUMENT","PAPER","F",86
"5ee1be444c9d75206ce5aa92","STRONG","ACCIDENT","U",0
"5ee1be444c9d75206ce5aa92","INCENSE","SMELL","F",50
"5ee1be444c9d75206ce5aa92","HORNET","STING","F",70
"5ee1be444c9d75206ce5aa92","VALLEY","TOP","M",0
"5ee1be444c9d75206ce5aa92","WAR","LOUD","M",12
"5ee1be444c9d75206ce5aa92","MIRROR","MAROON","U",0
"5ee1be444c9d75206ce5aa92","WAGE","MONEY","F",90
"5ee1be444c9d75206ce5aa92","SCHOOL","SIGN","M",1
"5ee1be444c9d75206ce5aa92","SOON","BELT","U",0
"5ee1be444c9d75206ce5aa92","TEMPERATURE","MORNING","U",2
"5ee1be444c9d75206ce5aa92","FUZZY","BANG","U",0
"5ee1be444c9d75206ce5aa92","CREDIT","CARD","F",100
"5ee1be444c9d75206ce5aa92","SWAN","BIRD","F",50
"5ee1be444c9d75206ce5aa92","SHELL","SHAKE","U",0
"5ee1be444c9d75206ce5aa92","BLAZE","FIRE","F",65
"5ee1be444c9d75206ce5aa92","BEACH","SQUARE","M",0
"5ee1be444c9d75206ce5aa92","RAZOR","ARM","M",1
"5ee1be444c9d75206ce5aa92","LEASE","TOIL","U",0
"5ee1be444c9d75206ce5aa92","VEHICLE","CHARM","U",1
"5ee1be444c9d75206ce5aa92","STRETCH","CLOTH","U",30
"5ee1be444c9d75206ce5aa92","SICK","HIDE","U",0
"5ee1be444c9d75206ce5aa92","WORD","SENTENCE","F",40
"5ee1be444c9d75206ce5aa92","NURSE","COURT","M",0
"5ee1be444c9d75206ce5aa92","CRACKLE","ELECTION","U",0
"5ee1be444c9d75206ce5aa92","OVEN","WEAVE","M",0
"5ee1be444c9d75206ce5aa92","KEYS","ROD","U",2
"5ee1be444c9d75206ce5aa92","HEAVY","BIRD","M",1
"5ee1be444c9d75206ce5aa92","HORSE","TIRE","M",0
"5ee1be444c9d75206ce5aa92","PANTS","DOG","M",0
"5ee1be444c9d75206ce5aa92","ARTERY","BRONZE","U",0
"5ee1be444c9d75206ce5aa92","CIRCLE","FUN","M",1
"5ee1be444c9d75206ce5aa92","TRAP","MAN","M",1
"5ee1be444c9d75206ce5aa92","BOTH","OUNCE","U",0
"5ee1be444c9d75206ce5aa92","ROUGH","WORM","M",0
"5ee1be444c9d75206ce5aa92","MIRROR","CHILDREN","U",0
"5ee1be444c9d75206ce5aa92","CASH","STUDY","U",0
"5ee1be444c9d75206ce5aa92","PUSH","CLUTTER","U",0
"5ee1be444c9d75206ce5aa92","AFFECTION","LOVE","F",95
"5ee1be444c9d75206ce5aa92","TUNA","FISH","F",80
"5ee1be444c9d75206ce5aa92","SCALP","HEAD","F",90
"5ee1be444c9d75206ce5aa92","SUGAR","RIDDLE","U",0
"5ee1be444c9d75206ce5aa92","SIP","DRINK","F",90
"5ee1be444c9d75206ce5aa92","DEATH","BUSINESS","U",0
"5ee1be444c9d75206ce5aa92","TOOTH","COMB","M",1
"5ee1be444c9d75206ce5aa92","LEAGUE","BASEBALL","F",30
"5ee1be444c9d75206ce5aa92","LITTER","TRASH","F",55
"5ee1be444c9d75206ce5aa92","SOAP","THIRST","M",0
"5ee1be444c9d75206ce5aa92","LION","FLAG","M",0
"5ee1be444c9d75206ce5aa92","ART","WOLF","U",0
"5ee1be444c9d75206ce5aa92","REALITY","WATER","M",0
"5ee1be444c9d75206ce5aa92","GIVE","STEAK","U",0
"5ef7204033605901ce86c0b0","LEASE","TOIL","U",0
"5ef7204033605901ce86c0b0","SICK","HIDE","U",0
"5ef7204033605901ce86c0b0","CHOP","CUT","F",50
"5ef7204033605901ce86c0b0","BEACH","SQUARE","M",0
"5ef7204033605901ce86c0b0","CIRCLE","FUN","M",0
"5ef7204033605901ce86c0b0","LISTEN","FICTION","U",0
"5ef7204033605901ce86c0b0","ORCHID","FLOWER","F",85
"5ef7204033605901ce86c0b0","WINDOW","HANDLE","M",25
"5ef7204033605901ce86c0b0","HEAVY","BIRD","M",0
"5ef7204033605901ce86c0b0","CHERRY","RED","F",75
"5ef7204033605901ce86c0b0","WASP","BUG","F",60
"5ef7204033605901ce86c0b0","TRAP","MAN","M",0
"5ef7204033605901ce86c0b0","ARTERY","BRONZE","U",0
"5ef7204033605901ce86c0b0","WAR","LOUD","M",0
"5ef7204033605901ce86c0b0","CRY","BEER","M",0
"5ef7204033605901ce86c0b0","FUZZY","BANG","U",0
"5ef7204033605901ce86c0b0","HYGIENE","CLEAN","F",65
"5ef7204033605901ce86c0b0","HERD","COW","F",5
"5ef7204033605901ce86c0b0","MULE","DONKEY","F",70
"5ef7204033605901ce86c0b0","BENCH","HORN","U",0
"5ef7204033605901ce86c0b0","ART","WOLF","U",0
"5ef7204033605901ce86c0b0","TUNA","FISH","F",100
"5ef7204033605901ce86c0b0","INCENSE","SMELL","F",50
"5ef7204033605901ce86c0b0","KING","VASE","U",0
"5ef7204033605901ce86c0b0","SIGN","TICK","U",5
"5ef7204033605901ce86c0b0","DIETARY","SACK","U",0
"5ef7204033605901ce86c0b0","TREE","PANCAKES","M",0
"5ef7204033605901ce86c0b0","SHELL","SHAKE","U",0
"5ef7204033605901ce86c0b0","MULE","DONKEY","F",85
"5ef7204033605901ce86c0b0","ROUGH","WORM","M",0
"5ef7204033605901ce86c0b0","CAKE","HAND","U",0
"5ef7204033605901ce86c0b0","DOCUMENT","PAPER","F",50
"5ef7204033605901ce86c0b0","BOTH","OUNCE","U",0
"5ef7204033605901ce86c0b0","AFFECTION","LOVE","F",55
"5ef7204033605901ce86c0b0","VEHICLE","CHARM","U",0
"5ef7204033605901ce86c0b0","OVEN","WEAVE","M",0
"5ef7204033605901ce86c0b0","TEMPERATURE","MORNING","U",0
"5ef7204033605901ce86c0b0","CREDIT","CARD","F",75
"5ef7204033605901ce86c0b0","STRETCH","CLOTH","U",5
"5ef7204033605901ce86c0b0","LITTER","TRASH","F",50
"5ef7204033605901ce86c0b0","DAY","BLACK","M",0
"5ef7204033605901ce86c0b0","REALITY","WATER","M",0
"5ef7204033605901ce86c0b0","VALLEY","TOP","M",0
"5ef7204033605901ce86c0b0","CASH","STUDY","U",0
"5ef7204033605901ce86c0b0","ROOT","PLANT","F",65
"5ef7204033605901ce86c0b0","SUGAR","RIDDLE","U",0
"5ef7204033605901ce86c0b0","CRACKLE","ELECTION","U",0
"5ef7204033605901ce86c0b0","LEAGUE","BASEBALL","F",60
"5ef7204033605901ce86c0b0","CACTUS","PLANT","F",40
"5ef7204033605901ce86c0b0","CHISEL","HAMMER","F",35
"5ef7204033605901ce86c0b0","WAGE","MONEY","F",60
"5ef7204033605901ce86c0b0","KEYS","ROD","U",0
"5ef7204033605901ce86c0b0","PUSH","CLUTTER","U",0
"5ef7204033605901ce86c0b0","BLAZE","FIRE","F",90
"5ef7204033605901ce86c0b0","HARD","BALL","M",10
"5ef7204033605901ce86c0b0","EYES","TASTE","M",0
"5ef7204033605901ce86c0b0","NURSE","COURT","M",0
"5ef7204033605901ce86c0b0","SUMMER","WHITE","M",0
"5ef7204033605901ce86c0b0","HORSE","TIRE","M",0
"5ef7204033605901ce86c0b0","SWAN","BIRD","F",55
"5ef7204033605901ce86c0b0","MEAT","KEYS","U",0
"5ef7204033605901ce86c0b0","WORD","SENTENCE","F",80
"5ef7204033605901ce86c0b0","SIP","DRINK","F",60
"5ef7204033605901ce86c0b0","BAT","JUMP","M",0
"5ef7204033605901ce86c0b0","ATTIRE","CLOTHES","F",45
"5ef7204033605901ce86c0b0","BRIDGE","WATER","F",60
"5ef7204033605901ce86c0b0","NAP","SLEEP","F",90
"5ef7204033605901ce86c0b0","FEUD","FIGHT","F",90
"5ef7204033605901ce86c0b0","BIRTHDAY","APPLE","M",0
"5ef7204033605901ce86c0b0","SOON","BELT","U",0
"5ef7204033605901ce86c0b0","LION","FLAG","M",0
"5ef7204033605901ce86c0b0","GIVE","STEAK","U",0
"5ef7204033605901ce86c0b0","CHILL","COLD","F",70
"5ef7204033605901ce86c0b0","SCHOOL","SIGN","M",10
"5ef7204033605901ce86c0b0","HAPPY","CAR","U",0
"5ef7204033605901ce86c0b0","SCALP","HEAD","F",50
"5ef7204033605901ce86c0b0","DEATH","BUSINESS","U",0
"5ef7204033605901ce86c0b0","MIRROR","CHILDREN","U",0
"5ef7204033605901ce86c0b0","TOOTH","COMB","M",15
"5ef7204033605901ce86c0b0","RAZOR","ARM","M",0
"5ef7204033605901ce86c0b0","MIRROR","MAROON","U",0
"5ef7204033605901ce86c0b0","WEDDING","HAND","M",0
"5ef7204033605901ce86c0b0","STRONG","ACCIDENT","U",0
"5ef7204033605901ce86c0b0","PANTS","DOG","M",0
"5ef7204033605901ce86c0b0","SOAP","THIRST","M",0
"5ef7204033605901ce86c0b0","HORNET","STING","F",50
"5ef7204033605901ce86c0b0","MAZE","PHONE","U",0
"5ef7204033605901ce86c0b0","RAKE","PLANT","M",0
"5ef7204033605901ce86c0b0","GRILL","LEG","M",5
"5ef7204033605901ce86c0b0","CEILING","RUG","M",5
"606721b3686a9cc96b3a93f2","WINDOW","HANDLE","M",65
"606721b3686a9cc96b3a93f2","BIRTHDAY","APPLE","M",5
"606721b3686a9cc96b3a93f2","CHERRY","RED","F",60
"606721b3686a9cc96b3a93f2","CHOP","CUT","F",90
"606721b3686a9cc96b3a93f2","BRIDGE","WATER","F",95
"606721b3686a9cc96b3a93f2","HORNET","STING","F",80
"606721b3686a9cc96b3a93f2","VALLEY","TOP","M",0
"606721b3686a9cc96b3a93f2","BEACH","SQUARE","M",5
"606721b3686a9cc96b3a93f2","LISTEN","FICTION","U",10
"606721b3686a9cc96b3a93f2","WAR","LOUD","M",20
"606721b3686a9cc96b3a93f2","WORD","SENTENCE","F",75
"606721b3686a9cc96b3a93f2","SCHOOL","SIGN","M",40
"606721b3686a9cc96b3a93f2","BLAZE","FIRE","F",99
"606721b3686a9cc96b3a93f2","SOON","BELT","U",1
"606721b3686a9cc96b3a93f2","TRAP","MAN","M",10
"606721b3686a9cc96b3a93f2","WEDDING","HAND","M",55
"606721b3686a9cc96b3a93f2","SIGN","TICK","U",5
"606721b3686a9cc96b3a93f2","DOCUMENT","PAPER","F",85
"606721b3686a9cc96b3a93f2","DIETARY","SACK","U",30
"606721b3686a9cc96b3a93f2","HORSE","TIRE","M",0
"606721b3686a9cc96b3a93f2","CASH","STUDY","U",40
"606721b3686a9cc96b3a93f2","HAPPY","CAR","U",30
"606721b3686a9cc96b3a93f2","SICK","HIDE","U",25
"606721b3686a9cc96b3a93f2","CRY","BEER","M",45
"606721b3686a9cc96b3a93f2","LITTER","TRASH","F",99
"606721b3686a9cc96b3a93f2","CACTUS","PLANT","F",75
"606721b3686a9cc96b3a93f2","TREE","PANCAKES","M",0
"606721b3686a9cc96b3a93f2","ATTIRE","CLOTHES","F",100
"606721b3686a9cc96b3a93f2","NAP","SLEEP","F",100
"606721b3686a9cc96b3a93f2","CRACKLE","ELECTION","U",0
"606721b3686a9cc96b3a93f2","GIVE","STEAK","U",10
"606721b3686a9cc96b3a93f2","WASP","BUG","F",85
"606721b3686a9cc96b3a93f2","WAGE","MONEY","F",90
"606721b3686a9cc96b3a93f2","CEILING","RUG","M",0
"606721b3686a9cc96b3a93f2","PANTS","DOG","M",60
"606721b3686a9cc96b3a93f2","RAKE","PLANT","M",50
"606721b3686a9cc96b3a93f2","TEMPERATURE","MORNING","U",40
"606721b3686a9cc96b3a93f2","EYES","TASTE","M",0
"606721b3686a9cc96b3a93f2","BENCH","HORN","U",0
"606721b3686a9cc96b3a93f2","VEHICLE","CHARM","U",20
"606721b3686a9cc96b3a93f2","CHILL","COLD","F",95
"606721b3686a9cc96b3a93f2","HERD","COW","F",80
"606721b3686a9cc96b3a93f2","REALITY","WATER","M",5
"606721b3686a9cc96b3a93f2","LION","FLAG","M",10
"606721b3686a9cc96b3a93f2","LEAGUE","BASEBALL","F",60
"606721b3686a9cc96b3a93f2","OVEN","WEAVE","M",15
"606721b3686a9cc96b3a93f2","MIRROR","MAROON","U",0
"606721b3686a9cc96b3a93f2","ROOT","PLANT","F",75
"606721b3686a9cc96b3a93f2","FUZZY","BANG","U",0
"606721b3686a9cc96b3a93f2","ARTERY","BRONZE","U",40
"606721b3686a9cc96b3a93f2","DEATH","BUSINESS","U",30
"606721b3686a9cc96b3a93f2","CIRCLE","FUN","M",15
"606721b3686a9cc96b3a93f2","RAZOR","ARM","M",30
"606721b3686a9cc96b3a93f2","HEAVY","BIRD","M",5
"606721b3686a9cc96b3a93f2","INCENSE","SMELL","F",85
"606721b3686a9cc96b3a93f2","MAZE","PHONE","U",10
"606721b3686a9cc96b3a93f2","SHELL","SHAKE","U",20
"606721b3686a9cc96b3a93f2","KING","VASE","U",10
"606721b3686a9cc96b3a93f2","CREDIT","CARD","F",100
"606721b3686a9cc96b3a93f2","TUNA","FISH","F",95
"606721b3686a9cc96b3a93f2","ORCHID","FLOWER","F",95
"606721b3686a9cc96b3a93f2","KEYS","ROD","U",5
"606721b3686a9cc96b3a93f2","SOAP","THIRST","M",0
"606721b3686a9cc96b3a93f2","SWAN","BIRD","F",80
"606721b3686a9cc96b3a93f2","PUSH","CLUTTER","U",20
"606721b3686a9cc96b3a93f2","SUMMER","WHITE","M",40
"606721b3686a9cc96b3a93f2","LEASE","TOIL","U",0
"606721b3686a9cc96b3a93f2","NURSE","COURT","M",35
"606721b3686a9cc96b3a93f2","BAT","JUMP","M",10
"606721b3686a9cc96b3a93f2","GRILL","LEG","M",45
"606721b3686a9cc96b3a93f2","FEUD","FIGHT","F",100
"606721b3686a9cc96b3a93f2","SUGAR","RIDDLE","U",0
"606721b3686a9cc96b3a93f2","DAY","BLACK","M",0
"606721b3686a9cc96b3a93f2","ROUGH","WORM","M",0
"606721b3686a9cc96b3a93f2","HYGIENE","CLEAN","F",70
"606721b3686a9cc96b3a93f2","STRETCH","CLOTH","U",70
"606721b3686a9cc96b3a93f2","CHISEL","HAMMER","F",80
"606721b3686a9cc96b3a93f2","CAKE","HAND","U",20
"606721b3686a9cc96b3a93f2","SIP","DRINK","F",90
"606721b3686a9cc96b3a93f2","ART","WOLF","U",5
"606721b3686a9cc96b3a93f2","SCALP","HEAD","F",100
"606721b3686a9cc96b3a93f2","MEAT","KEYS","U",0
"606721b3686a9cc96b3a93f2","AFFECTION","LOVE","F",80
"606721b3686a9cc96b3a93f2","HARD","BALL","M",60
"606721b3686a9cc96b3a93f2","TOOTH","COMB","M",10
"606721b3686a9cc96b3a93f2","MULE","DONKEY","F",60
"606721b3686a9cc96b3a93f2","BOTH","OUNCE","U",0
"606721b3686a9cc96b3a93f2","STRONG","ACCIDENT","U",0
"606721b3686a9cc96b3a93f2","MIRROR","CHILDREN","U",0
"606721b3686a9cc96b3a93f2","MULE","DONKEY","F",60
"6441c37f5666c66e67eba833","CACTUS","PLANT","F",88
"6441c37f5666c66e67eba833","MAZE","PHONE","U",45
"6441c37f5666c66e67eba833","HERD","COW","F",45
"6441c37f5666c66e67eba833","SICK","HIDE","U",27
"6441c37f5666c66e67eba833","ARTERY","BRONZE","U",56
"6441c37f5666c66e67eba833","DOCUMENT","PAPER","F",45
"6441c37f5666c66e67eba833","INCENSE","SMELL","F",78
"6441c37f5666c66e67eba833","CHERRY","RED","F",97
"6441c37f5666c66e67eba833","SOON","BELT","U",34
"6441c37f5666c66e67eba833","WORD","SENTENCE","F",45
"6441c37f5666c66e67eba833","SCALP","HEAD","F",12
"6441c37f5666c66e67eba833","LEASE","TOIL","U",3
"6441c37f5666c66e67eba833","SUGAR","RIDDLE","U",47
"6441c37f5666c66e67eba833","BAT","JUMP","M",46
"6441c37f5666c66e67eba833","REALITY","WATER","M",98
"6441c37f5666c66e67eba833","VALLEY","TOP","M",56
"6441c37f5666c66e67eba833","TREE","PANCAKES","M",67
"6441c37f5666c66e67eba833","FEUD","FIGHT","F",29
"6441c37f5666c66e67eba833","EYES","TASTE","M",54
"6441c37f5666c66e67eba833","SIP","DRINK","F",78
"6441c37f5666c66e67eba833","SWAN","BIRD","F",45
"6441c37f5666c66e67eba833","RAKE","PLANT","M",68
"6441c37f5666c66e67eba833","DAY","BLACK","M",58
"6441c37f5666c66e67eba833","KEYS","ROD","U",9
"6441c37f5666c66e67eba833","ATTIRE","CLOTHES","F",45
"6441c37f5666c66e67eba833","BEACH","SQUARE","M",69
"6441c37f5666c66e67eba833","LEAGUE","BASEBALL","F",48
"6441c37f5666c66e67eba833","AFFECTION","LOVE","F",89
"6441c37f5666c66e67eba833","ORCHID","FLOWER","F",45
"6441c37f5666c66e67eba833","BLAZE","FIRE","F",37
"6441c37f5666c66e67eba833","RAZOR","ARM","M",12
"6441c37f5666c66e67eba833","MIRROR","CHILDREN","U",34
"6441c37f5666c66e67eba833","HYGIENE","CLEAN","F",63
"6441c37f5666c66e67eba833","OVEN","WEAVE","M",22
"6441c37f5666c66e67eba833","MULE","DONKEY","F",43
"6441c37f5666c66e67eba833","TOOTH","COMB","M",65
"6441c37f5666c66e67eba833","CEILING","RUG","M",23
"6441c37f5666c66e67eba833","CRY","BEER","M",11
"6441c37f5666c66e67eba833","TEMPERATURE","MORNING","U",46
"6441c37f5666c66e67eba833","CAKE","HAND","U",85
"6441c37f5666c66e67eba833","BRIDGE","WATER","F",98
"6441c37f5666c66e67eba833","PUSH","CLUTTER","U",767
"6441c37f5666c66e67eba833","SCHOOL","SIGN","M",45
"6441c37f5666c66e67eba833","BIRTHDAY","APPLE","M",23
"6441c37f5666c66e67eba833","HORSE","TIRE","M",45
"6441c37f5666c66e67eba833","SIGN","TICK","U",23
"6441c37f5666c66e67eba833","NURSE","COURT","M",78
"6441c37f5666c66e67eba833","KING","VASE","U",56
"6441c37f5666c66e67eba833","ROOT","PLANT","F",43
"6441c37f5666c66e67eba833","WASP","BUG","F",68
"6441c37f5666c66e67eba833","STRETCH","CLOTH","U",88
"6441c37f5666c66e67eba833","LION","FLAG","M",67
"6441c37f5666c66e67eba833","CIRCLE","FUN","M",34
"6441c37f5666c66e67eba833","WINDOW","HANDLE","M",56
"6441c37f5666c66e67eba833","GRILL","LEG","M",89
"6441c37f5666c66e67eba833","SUMMER","WHITE","M",67
"6441c37f5666c66e67eba833","PANTS","DOG","M",65
"6441c37f5666c66e67eba833","HARD","BALL","M",45
"6441c37f5666c66e67eba833","ROUGH","WORM","M",67
"6441c37f5666c66e67eba833","TUNA","FISH","F",89
"6441c37f5666c66e67eba833","CREDIT","CARD","F",54
"6441c37f5666c66e67eba833","SHELL","SHAKE","U",34
"6441c37f5666c66e67eba833","HORNET","STING","F",23
"6441c37f5666c66e67eba833","HEAVY","BIRD","M",33
"6441c37f5666c66e67eba833","CASH","STUDY","U",46
"6441c37f5666c66e67eba833","DIETARY","SACK","U",65
"6441c37f5666c66e67eba833","TRAP","MAN","M",88
"6441c37f5666c66e67eba833","ART","WOLF","U",45
"6441c37f5666c66e67eba833","MULE","DONKEY","F",23
"6441c37f5666c66e67eba833","MIRROR","MAROON","U",16
"6441c37f5666c66e67eba833","LITTER","TRASH","F",49
